Age at Issuance,Gender,Marital Status,Financial Dependents,Income (INR p.a.),Occupation,Major Life Events,Location,Policy Type,Time Since Issuance,Sum Assured (INR),Premium (INR p.a.),Payment Frequency,Payment Method,Missed Payments,Bank Balance (INR),Credit Score,Purchase Channel,Churn
41.2,Male,Unmarried,3,464405,Employed,2,Urban,Term Life,7+ months,500000,9874,Annual,Manual Payment,0,148302,616,Embedded Apps,0
52.9,Female,Unmarried,5,166866,Gig Work,0,Urban,Term Life,7+ months,5000000,72626,Monthly,Auto-Debit,0,26833,561,Direct,0
52.6,Female,Married,0,214750,Gig Work,2,Urban,Term Life,7+ months,1000000,11643,Quarterly,Auto-Debit,0,23966,512,Agent Distribution,0
65.4,Do not wish to disclose,Unmarried,1,155311,Employed,2,Urban,Whole Life,7+ months,1000000,12367,Monthly,Auto-Debit,2,93765,669,Agent Distribution,1
53.5,Female,Unmarried,3,223717,Employed,2,Urban,Supplemental Health Insurance,4-6 months,2000000,30474,Half Yearly,Auto-Debit,0,37414,645,Direct,0
35.1,Female,Unmarried,4,821573,Employed,4,Urban,Supplemental Health Insurance,7+ months,1000000,6523,Annual,Auto-Debit,0,165849,625,Direct,0
56.7,Male,Unmarried,2,470471,Employed,3,Rural,Term Life,0-3 months,1000000,9925,Quarterly,Auto-Debit,0,102110,785,Embedded Apps,1
49.2,Female,Married,0,490684,Gig Work,4,Rural,Term Life,7+ months,500000,3064,Quarterly,Manual Payment,2,112680,611,Embedded Apps,0
41.2,Female,Unmarried,0,120000,Gig Work,1,Urban,Whole Life,7+ months,1000000,6100,Annual,Manual Payment,3,56083,793,Embedded Apps,0
40.4,Male,Married,2,120000,Employed,0,Urban,Whole Life,7+ months,2000000,15875,Half Yearly,Auto-Debit,5,397562,809,Embedded Apps,0
50.0,Male,Married,2,120000,Employed,1,Rural,Term Life,4-6 months,5000000,61393,Annual,Auto-Debit,4,959411,523,Embedded Apps,0
54.2,Female,Married,0,152273,Employed,3,Urban,Supplemental Health Insurance,0-3 months,1000000,16771,Quarterly,Auto-Debit,0,78994,687,Direct,0
29.8,Male,Unmarried,2,524233,Employed,4,Urban,Supplemental Health Insurance,7+ months,1000000,12282,Monthly,Auto-Debit,0,130931,648,Direct,0
30.7,Female,Unmarried,0,385332,Employed,3,Urban,Term Life,7+ months,2000000,20064,Quarterly,Auto-Debit,0,106716,447,Direct,1
40.9,Female,Unmarried,3,229794,Retired,0,Urban,Supplemental Health Insurance,7+ months,5000000,31176,Half Yearly,Auto-Debit,0,80197,564,Direct,0
42.3,Male,Unmarried,1,264181,Gig Work,4,Urban,Term Life,0-3 months,1000000,13254,Monthly,Auto-Debit,2,50733,741,Direct,1
52.6,Male,Married,0,165674,Employed,1,Urban,Whole Life,4-6 months,1000000,9069,Monthly,Auto-Debit,3,41440,841,Agent Distribution,0
58.9,Male,Unmarried,2,309691,Employed,0,Urban,Whole Life,7+ months,2000000,28448,Monthly,Auto-Debit,0,39796,752,Embedded Apps,0
47.6,Male,Married,2,458683,Retired,1,Urban,Term Life,4-6 months,2000000,39315,Quarterly,Manual Payment,1,136515,705,Embedded Apps,0
34.7,Male,Married,5,120000,Employed,0,Rural,Supplemental Health Insurance,7+ months,500000,3334,Annual,Auto-Debit,3,65137,678,Agent Distribution,1
37.7,Female,Married,2,330960,Employed,2,Urban,Whole Life,7+ months,2000000,16363,Monthly,Manual Payment,0,12548,814,Embedded Apps,1
65.7,Male,Unmarried,1,515403,Employed,1,Urban,Whole Life,7+ months,500000,6048,Half Yearly,Manual Payment,0,140911,851,Agent Distribution,1
42.0,Female,Unmarried,3,200672,Gig Work,1,Urban,Term Life,7+ months,1000000,19529,Annual,Manual Payment,0,95739,633,Embedded Apps,0
39.7,Male,Married,1,438226,Employed,2,Rural,Term Life,7+ months,1000000,16577,Monthly,Manual Payment,0,289913,520,Agent Distribution,0
30.1,Female,Married,4,1924656,Gig Work,3,Rural,Term Life,4-6 months,5000000,92367,Half Yearly,Auto-Debit,1,133052,512,Direct,0
36.1,Male,Unmarried,2,249436,Gig Work,2,Rural,Whole Life,7+ months,1000000,10005,Annual,Auto-Debit,0,30244,785,Embedded Apps,0
53.6,Male,Married,2,353385,Gig Work,1,Urban,Whole Life,4-6 months,1000000,19880,Annual,Auto-Debit,0,16585,676,Agent Distribution,0
29.5,Female,Unmarried,0,160068,Retired,3,Rural,Term Life,7+ months,1000000,6542,Monthly,Manual Payment,5,55515,694,Agent Distribution,0
58.0,Female,Unmarried,2,304636,Employed,3,Rural,Whole Life,0-3 months,5000000,28972,Monthly,Manual Payment,0,59868,536,Agent Distribution,0
36.3,Male,Married,3,370344,Employed,0,Urban,Whole Life,7+ months,500000,8917,Monthly,Manual Payment,0,209929,619,Agent Distribution,1
29.1,Female,Married,3,307548,Gig Work,2,Urban,Whole Life,4-6 months,1000000,18908,Half Yearly,Auto-Debit,4,98017,656,Embedded Apps,1
26.7,Male,Unmarried,1,131427,Gig Work,1,Urban,Whole Life,4-6 months,500000,3179,Half Yearly,Manual Payment,0,244495,696,Direct,1
24.2,Female,Unmarried,1,310038,Employed,0,Rural,Supplemental Health Insurance,7+ months,2000000,13402,Half Yearly,Auto-Debit,0,34205,648,Embedded Apps,0
45.5,Male,Married,3,746788,Employed,2,Urban,Whole Life,0-3 months,1000000,5497,Monthly,Auto-Debit,2,213675,597,Direct,0
31.9,Male,Unmarried,4,367340,Gig Work,3,Urban,Whole Life,7+ months,1000000,6567,Monthly,Manual Payment,0,175745,617,Agent Distribution,1
48.2,Female,Married,0,526175,Gig Work,0,Rural,Term Life,7+ months,1000000,8141,Quarterly,Auto-Debit,2,19641,776,Direct,0
36.4,Female,Married,2,227314,Employed,3,Rural,Term Life,0-3 months,5000000,97755,Quarterly,Manual Payment,0,284387,699,Embedded Apps,0
64.6,Male,Unmarried,1,453581,Employed,3,Rural,Term Life,7+ months,2000000,30035,Half Yearly,Auto-Debit,0,106379,728,Direct,0
33.0,Female,Unmarried,3,326272,Employed,3,Rural,Whole Life,4-6 months,2000000,33356,Quarterly,Manual Payment,0,135081,608,Agent Distribution,1
22.4,Female,Married,0,137910,Employed,1,Urban,Term Life,0-3 months,5000000,83210,Monthly,Auto-Debit,0,49418,443,Direct,0
52.6,Male,Unmarried,1,335361,Employed,3,Rural,Term Life,4-6 months,5000000,65130,Monthly,Manual Payment,1,273812,638,Direct,1
29.7,Female,Married,3,134029,Employed,1,Urban,Whole Life,7+ months,1000000,16962,Monthly,Manual Payment,1,38227,610,Embedded Apps,0
42.3,Male,Married,0,172298,Employed,2,Rural,Term Life,0-3 months,10000000,139371,Monthly,Manual Payment,3,192081,707,Direct,1
38.2,Female,Married,2,306364,Employed,0,Urban,Term Life,7+ months,500000,4859,Monthly,Auto-Debit,2,190324,900,Direct,1
53.9,Female,Unmarried,2,330403,Gig Work,0,Rural,Term Life,7+ months,1000000,13416,Monthly,Manual Payment,0,45282,735,Direct,1
40.2,Female,Married,1,120000,Gig Work,2,Urban,Whole Life,7+ months,5000000,65013,Monthly,Auto-Debit,2,482481,898,Agent Distribution,1
34.0,Male,Married,2,561176,Employed,1,Rural,Term Life,0-3 months,1000000,17351,Monthly,Auto-Debit,1,118803,725,Agent Distribution,1
56.3,Male,Married,2,400474,Employed,1,Urban,Whole Life,7+ months,1000000,19725,Half Yearly,Auto-Debit,1,166560,629,Direct,1
62.7,Male,Unmarried,1,163847,Gig Work,0,Urban,Whole Life,7+ months,1000000,11165,Monthly,Manual Payment,2,29094,707,Direct,1
59.3,Male,Unmarried,2,120000,Employed,2,Rural,Whole Life,7+ months,2000000,32901,Half Yearly,Auto-Debit,1,537231,822,Agent Distribution,0
56.9,Male,Unmarried,3,242453,Retired,0,Urban,Whole Life,7+ months,1000000,6496,Half Yearly,Manual Payment,0,37062,826,Agent Distribution,0
31.3,Female,Married,3,196386,Gig Work,3,Rural,Supplemental Health Insurance,7+ months,2000000,33304,Quarterly,Manual Payment,1,224113,633,Embedded Apps,0
48.1,Male,Unmarried,1,290453,Employed,0,Urban,Term Life,0-3 months,5000000,52856,Annual,Auto-Debit,0,44541,700,Embedded Apps,0
22.4,Male,Married,0,208109,Retired,0,Rural,Term Life,7+ months,2000000,11181,Monthly,Manual Payment,0,60162,565,Agent Distribution,1
52.5,Female,Unmarried,1,120000,Employed,1,Urban,Term Life,4-6 months,1000000,10448,Half Yearly,Auto-Debit,1,185535,745,Agent Distribution,1
40.6,Male,Unmarried,2,204466,Employed,1,Urban,Term Life,4-6 months,5000000,70798,Annual,Manual Payment,0,224592,804,Agent Distribution,1
46.9,Female,Married,2,216656,Employed,1,Rural,Term Life,7+ months,1000000,6788,Annual,Auto-Debit,0,35702,683,Embedded Apps,0
60.5,Male,Unmarried,2,418136,Employed,1,Urban,Term Life,4-6 months,500000,9430,Monthly,Auto-Debit,0,236186,626,Agent Distribution,0
28.0,Female,Married,0,164597,Retired,4,Urban,Whole Life,4-6 months,500000,3082,Monthly,Auto-Debit,1,227745,708,Embedded Apps,0
35.1,Male,Married,0,868977,Employed,2,Urban,Whole Life,7+ months,2000000,37900,Monthly,Auto-Debit,0,46613,713,Agent Distribution,0
64.1,Male,Married,2,120000,Employed,0,Urban,Term Life,0-3 months,500000,7803,Half Yearly,Auto-Debit,1,354661,686,Agent Distribution,0
29.7,Female,Married,2,671868,Employed,1,Urban,Whole Life,7+ months,500000,4972,Half Yearly,Auto-Debit,0,30776,694,Agent Distribution,0
26.6,Male,Married,1,229343,Gig Work,3,Rural,Term Life,7+ months,1000000,10861,Monthly,Auto-Debit,0,59885,666,Agent Distribution,0
27.3,Female,Unmarried,2,489778,Employed,1,Urban,Term Life,7+ months,1000000,16112,Quarterly,Auto-Debit,0,144813,759,Direct,0
61.1,Male,Married,1,283753,Employed,0,Urban,Whole Life,7+ months,2000000,28044,Half Yearly,Auto-Debit,1,49868,738,Embedded Apps,0
34.9,Male,Unmarried,3,595817,Gig Work,2,Urban,Term Life,4-6 months,5000000,75373,Quarterly,Manual Payment,0,121912,601,Embedded Apps,0
55.7,Female,Married,3,204607,Employed,2,Urban,Term Life,4-6 months,2000000,21674,Annual,Auto-Debit,4,119714,599,Embedded Apps,1
24.5,Male,Married,1,124363,Gig Work,2,Urban,Term Life,4-6 months,1000000,12317,Half Yearly,Manual Payment,3,84994,659,Agent Distribution,0
63.2,Female,Unmarried,1,725308,Employed,0,Rural,Supplemental Health Insurance,4-6 months,1000000,19848,Monthly,Manual Payment,2,192128,738,Direct,1
30.1,Trans,Married,2,247846,Gig Work,0,Rural,Whole Life,7+ months,10000000,82088,Half Yearly,Manual Payment,3,82232,691,Direct,0
57.9,Female,Married,1,313354,Gig Work,2,Urban,Term Life,7+ months,500000,5633,Monthly,Manual Payment,0,118804,628,Agent Distribution,0
59.5,Female,Unmarried,2,636873,Employed,1,Urban,Supplemental Health Insurance,0-3 months,5000000,46886,Quarterly,Auto-Debit,0,247008,700,Embedded Apps,1
26.8,Male,Married,3,130304,Employed,2,Rural,Whole Life,0-3 months,500000,8238,Annual,Manual Payment,1,185822,653,Agent Distribution,1
44.2,Male,Married,2,407112,Gig Work,2,Urban,Whole Life,4-6 months,5000000,82300,Annual,Auto-Debit,1,185130,750,Direct,0
19.3,Male,Married,3,177561,Employed,1,Urban,Supplemental Health Insurance,0-3 months,1000000,9386,Quarterly,Manual Payment,3,39365,706,Embedded Apps,1
22.1,Female,Unmarried,2,244624,Retired,4,Urban,Term Life,7+ months,1000000,6220,Monthly,Manual Payment,1,150216,654,Embedded Apps,1
46.8,Do not wish to disclose,Unmarried,1,282263,Employed,3,Urban,Term Life,0-3 months,2000000,10342,Monthly,Auto-Debit,5,48883,698,Agent Distribution,0
54.6,Male,Unmarried,3,120000,Employed,2,Rural,Whole Life,7+ months,2000000,22823,Quarterly,Manual Payment,0,35414,785,Agent Distribution,0
55.9,Female,Unmarried,2,155564,Employed,0,Rural,Whole Life,0-3 months,1000000,11155,Monthly,Auto-Debit,2,93212,634,Embedded Apps,0
37.0,Male,Married,2,690900,Retired,0,Urban,Whole Life,4-6 months,2000000,39651,Quarterly,Auto-Debit,1,47885,712,Agent Distribution,0
25.3,Female,Married,1,498986,Employed,1,Urban,Whole Life,7+ months,2000000,24094,Monthly,Auto-Debit,1,185812,674,Embedded Apps,0
65.5,Male,Unmarried,0,256825,Gig Work,0,Rural,Supplemental Health Insurance,7+ months,500000,4423,Monthly,Manual Payment,0,189402,714,Direct,0
62.9,Trans,Married,5,318120,Gig Work,4,Rural,Supplemental Health Insurance,7+ months,500000,9184,Monthly,Manual Payment,2,21544,627,Agent Distribution,1
18.1,Female,Married,1,218388,Employed,0,Urban,Supplemental Health Insurance,7+ months,1000000,12366,Annual,Manual Payment,3,50886,688,Agent Distribution,0
39.1,Male,Married,5,693570,Employed,1,Rural,Supplemental Health Insurance,4-6 months,500000,6993,Half Yearly,Auto-Debit,0,30704,768,Embedded Apps,0
35.0,Male,Married,5,233223,Gig Work,1,Urban,Supplemental Health Insurance,0-3 months,2000000,12870,Monthly,Auto-Debit,1,68179,605,Embedded Apps,1
24.1,Male,Unmarried,3,315618,Employed,2,Rural,Term Life,7+ months,1000000,10743,Monthly,Manual Payment,0,142079,573,Embedded Apps,0
42.9,Male,Married,2,598523,Gig Work,0,Rural,Term Life,7+ months,1000000,19163,Quarterly,Auto-Debit,5,81321,576,Agent Distribution,1
62.6,Male,Married,2,155723,Employed,1,Urban,Whole Life,7+ months,500000,6921,Monthly,Manual Payment,0,61586,586,Embedded Apps,1
21.8,Female,Married,3,799028,Employed,1,Rural,Supplemental Health Insurance,0-3 months,1000000,10167,Quarterly,Auto-Debit,0,279327,727,Agent Distribution,1
53.7,Female,Unmarried,1,120000,Gig Work,3,Urban,Whole Life,7+ months,500000,7192,Annual,Auto-Debit,0,15616,567,Agent Distribution,1
23.6,Female,Married,2,839657,Employed,0,Urban,Whole Life,4-6 months,500000,9328,Half Yearly,Auto-Debit,1,265533,656,Direct,1
48.4,Male,Married,2,206721,Employed,3,Urban,Term Life,7+ months,500000,4554,Half Yearly,Manual Payment,0,63867,729,Embedded Apps,0
36.9,Female,Unmarried,2,226411,Employed,3,Urban,Term Life,7+ months,10000000,125767,Quarterly,Auto-Debit,1,92736,713,Embedded Apps,1
61.5,Female,Unmarried,2,120000,Employed,1,Urban,Whole Life,0-3 months,500000,9690,Annual,Auto-Debit,3,64738,649,Direct,0
56.2,Male,Married,1,195173,Employed,3,Urban,Term Life,7+ months,2000000,15171,Annual,Auto-Debit,2,339188,695,Direct,1
45.0,Female,Married,2,129590,Gig Work,0,Urban,Term Life,4-6 months,500000,7897,Quarterly,Auto-Debit,0,36872,688,Embedded Apps,1
27.2,Female,Married,3,175368,Employed,4,Urban,Term Life,7+ months,500000,7108,Monthly,Auto-Debit,5,99646,662,Agent Distribution,1
43.2,Male,Married,1,243746,Employed,2,Urban,Term Life,4-6 months,1000000,15195,Quarterly,Auto-Debit,1,150535,663,Embedded Apps,1
36.8,Male,Married,4,524632,Gig Work,1,Urban,Whole Life,7+ months,1000000,10268,Monthly,Manual Payment,0,27206,858,Direct,0
56.5,Female,Married,2,310308,Employed,1,Urban,Term Life,0-3 months,10000000,97081,Half Yearly,Auto-Debit,0,47291,744,Direct,0
20.7,Male,Married,3,332825,Employed,0,Urban,Whole Life,7+ months,5000000,76315,Quarterly,Manual Payment,0,87680,878,Agent Distribution,0
63.0,Female,Married,2,124633,Retired,4,Urban,Term Life,7+ months,2000000,16466,Monthly,Manual Payment,2,48565,640,Direct,0
30.1,Female,Unmarried,3,144852,Gig Work,0,Rural,Supplemental Health Insurance,7+ months,2000000,22589,Monthly,Auto-Debit,0,51406,673,Direct,0
45.9,Female,Unmarried,0,945158,Employed,2,Rural,Term Life,0-3 months,1000000,7822,Quarterly,Auto-Debit,0,74615,573,Direct,0
37.5,Male,Unmarried,3,160389,Employed,1,Rural,Whole Life,7+ months,1000000,5124,Annual,Manual Payment,1,165987,615,Direct,0
45.5,Male,Married,0,855418,Employed,4,Urban,Whole Life,0-3 months,5000000,97754,Quarterly,Auto-Debit,1,75043,832,Direct,0
26.0,Female,Married,3,226354,Employed,1,Urban,Term Life,7+ months,2000000,22951,Half Yearly,Auto-Debit,2,233921,638,Embedded Apps,1
58.5,Female,Unmarried,5,268767,Employed,2,Rural,Supplemental Health Insurance,4-6 months,2000000,39080,Monthly,Auto-Debit,1,44435,833,Direct,1
56.4,Male,Married,1,567647,Employed,1,Urban,Whole Life,7+ months,1000000,7104,Quarterly,Manual Payment,0,36259,580,Agent Distribution,0
18.5,Female,Married,1,653648,Employed,2,Urban,Term Life,0-3 months,500000,6905,Quarterly,Auto-Debit,3,460964,595,Embedded Apps,0
20.0,Female,Unmarried,3,248309,Employed,0,Urban,Term Life,0-3 months,5000000,40073,Half Yearly,Manual Payment,0,58316,652,Agent Distribution,0
30.4,Male,Unmarried,1,204480,Employed,0,Rural,Supplemental Health Insurance,0-3 months,1000000,16851,Monthly,Manual Payment,1,34588,674,Agent Distribution,1
45.6,Male,Unmarried,3,258036,Retired,1,Urban,Whole Life,4-6 months,1000000,16755,Quarterly,Auto-Debit,1,24498,753,Agent Distribution,0
42.1,Female,Married,0,339955,Employed,2,Rural,Term Life,0-3 months,500000,3344,Monthly,Auto-Debit,0,233300,716,Embedded Apps,0
50.9,Male,Married,0,500775,Employed,0,Rural,Term Life,7+ months,5000000,93404,Monthly,Auto-Debit,4,75128,646,Embedded Apps,1
55.7,Male,Unmarried,5,269132,Employed,2,Urban,Supplemental Health Insurance,7+ months,500000,3959,Annual,Auto-Debit,0,80582,669,Agent Distribution,0
23.1,Male,Married,2,413834,Employed,1,Rural,Whole Life,7+ months,5000000,70973,Monthly,Auto-Debit,0,86910,654,Embedded Apps,0
61.1,Male,Unmarried,3,844797,Gig Work,3,Urban,Whole Life,7+ months,500000,9892,Monthly,Auto-Debit,3,221982,606,Agent Distribution,1
62.4,Female,Unmarried,1,350430,Employed,4,Rural,Term Life,0-3 months,5000000,91179,Quarterly,Auto-Debit,1,85508,608,Direct,1
50.0,Female,Unmarried,2,333753,Employed,2,Urban,Whole Life,7+ months,2000000,38696,Annual,Auto-Debit,1,643864,762,Embedded Apps,1
62.4,Male,Married,2,120000,Employed,1,Rural,Term Life,0-3 months,500000,5069,Quarterly,Auto-Debit,0,109865,533,Agent Distribution,1
64.1,Female,Married,2,120000,Gig Work,1,Urban,Term Life,7+ months,2000000,13167,Half Yearly,Manual Payment,2,230827,809,Embedded Apps,1
38.2,Female,Unmarried,2,352167,Employed,0,Rural,Whole Life,4-6 months,1000000,7825,Annual,Auto-Debit,0,187998,652,Direct,1
34.0,Female,Unmarried,2,251104,Employed,1,Urban,Supplemental Health Insurance,4-6 months,500000,6253,Monthly,Manual Payment,0,95878,618,Agent Distribution,1
38.7,Male,Unmarried,2,187147,Employed,2,Urban,Term Life,4-6 months,5000000,84492,Quarterly,Auto-Debit,0,61723,739,Embedded Apps,1
28.6,Male,Married,1,318211,Employed,2,Rural,Whole Life,7+ months,1000000,7252,Quarterly,Auto-Debit,0,128742,798,Direct,1
54.2,Do not wish to disclose,Married,3,257227,Employed,4,Rural,Whole Life,0-3 months,1000000,14895,Annual,Auto-Debit,1,148461,769,Embedded Apps,0
53.0,Female,Unmarried,1,590926,Employed,1,Urban,Whole Life,7+ months,500000,4926,Monthly,Auto-Debit,0,62438,720,Embedded Apps,0
52.8,Male,Unmarried,2,285009,Gig Work,2,Urban,Supplemental Health Insurance,0-3 months,1000000,10118,Monthly,Auto-Debit,0,112766,766,Embedded Apps,1
36.6,Male,Unmarried,1,159078,Gig Work,1,Urban,Whole Life,7+ months,5000000,74643,Half Yearly,Manual Payment,0,265392,542,Agent Distribution,0
37.0,Male,Married,2,536658,Employed,2,Rural,Term Life,7+ months,1000000,12004,Quarterly,Manual Payment,1,517082,638,Agent Distribution,1
35.1,Female,Unmarried,3,230500,Employed,1,Rural,Supplemental Health Insurance,4-6 months,10000000,171804,Quarterly,Auto-Debit,2,195535,607,Embedded Apps,0
64.4,Female,Unmarried,1,387928,Employed,1,Rural,Whole Life,7+ months,5000000,36693,Quarterly,Auto-Debit,0,438102,777,Embedded Apps,0
58.3,Female,Unmarried,0,192107,Retired,1,Urban,Supplemental Health Insurance,7+ months,500000,8424,Monthly,Auto-Debit,1,59664,649,Agent Distribution,0
31.6,Male,Married,0,170266,Employed,2,Urban,Whole Life,7+ months,500000,2981,Quarterly,Auto-Debit,0,173079,747,Embedded Apps,0
32.0,Female,Married,2,284622,Gig Work,4,Rural,Supplemental Health Insurance,7+ months,5000000,39554,Quarterly,Auto-Debit,1,288028,722,Agent Distribution,1
49.0,Female,Unmarried,3,270757,Employed,1,Rural,Term Life,7+ months,1000000,14842,Annual,Auto-Debit,0,48191,611,Embedded Apps,0
18.6,Male,Married,0,375449,Employed,0,Urban,Term Life,7+ months,500000,8911,Monthly,Auto-Debit,0,66938,633,Direct,0
21.0,Female,Married,3,222336,Employed,1,Rural,Supplemental Health Insurance,0-3 months,1000000,8790,Annual,Auto-Debit,1,396457,783,Direct,1
33.5,Trans,Unmarried,1,120000,Employed,2,Urban,Term Life,7+ months,2000000,19815,Half Yearly,Auto-Debit,3,45248,617,Agent Distribution,0
40.9,Male,Married,2,198205,Retired,0,Urban,Term Life,4-6 months,2000000,26113,Monthly,Auto-Debit,0,33762,689,Agent Distribution,0
29.0,Female,Unmarried,4,467742,Retired,2,Urban,Whole Life,0-3 months,500000,4086,Half Yearly,Auto-Debit,1,335167,617,Embedded Apps,1
29.4,Male,Married,1,217909,Employed,4,Urban,Supplemental Health Insurance,7+ months,500000,8583,Monthly,Manual Payment,1,257148,654,Direct,1
27.9,Female,Unmarried,2,225828,Employed,4,Urban,Term Life,4-6 months,5000000,83022,Annual,Auto-Debit,3,139482,676,Embedded Apps,1
49.2,Female,Unmarried,0,535236,Retired,0,Urban,Supplemental Health Insurance,0-3 months,2000000,14358,Annual,Manual Payment,0,95171,617,Agent Distribution,1
33.6,Female,Married,0,163018,Gig Work,3,Urban,Whole Life,7+ months,2000000,23914,Monthly,Manual Payment,0,69506,603,Agent Distribution,1
25.6,Female,Married,1,120000,Employed,2,Rural,Whole Life,7+ months,2000000,33244,Monthly,Manual Payment,2,123693,702,Direct,0
55.9,Male,Married,0,239799,Employed,1,Urban,Supplemental Health Insurance,7+ months,1000000,10059,Quarterly,Manual Payment,0,349355,612,Agent Distribution,1
29.2,Female,Married,2,191200,Employed,2,Urban,Term Life,7+ months,2000000,28993,Quarterly,Manual Payment,0,119473,615,Direct,0
41.9,Female,Unmarried,2,136438,Employed,3,Urban,Term Life,7+ months,1000000,5753,Quarterly,Manual Payment,0,558811,604,Direct,1
45.6,Male,Unmarried,2,237336,Employed,1,Urban,Term Life,0-3 months,1000000,14130,Monthly,Auto-Debit,2,48129,673,Agent Distribution,1
25.1,Female,Married,1,378531,Employed,1,Rural,Whole Life,4-6 months,2000000,14579,Half Yearly,Auto-Debit,0,97173,755,Direct,0
45.8,Female,Married,1,266598,Employed,1,Urban,Whole Life,7+ months,1000000,17458,Monthly,Manual Payment,2,73244,800,Direct,1
53.5,Male,Married,2,332663,Employed,2,Rural,Supplemental Health Insurance,4-6 months,10000000,103317,Annual,Manual Payment,0,41435,621,Embedded Apps,1
44.0,Female,Unmarried,4,954922,Employed,0,Urban,Whole Life,7+ months,1000000,9223,Annual,Manual Payment,0,87337,852,Direct,0
25.7,Female,Married,0,211078,Gig Work,3,Urban,Whole Life,7+ months,5000000,88066,Quarterly,Manual Payment,0,137842,599,Agent Distribution,0
45.9,Male,Unmarried,3,326062,Gig Work,2,Urban,Whole Life,4-6 months,5000000,28760,Annual,Manual Payment,0,150149,766,Direct,0
45.6,Do not wish to disclose,Unmarried,2,187878,Employed,2,Urban,Term Life,7+ months,1000000,10949,Monthly,Manual Payment,1,560375,622,Agent Distribution,1
54.5,Male,Unmarried,2,148382,Retired,0,Urban,Term Life,7+ months,2000000,21100,Monthly,Manual Payment,1,143139,610,Agent Distribution,1
58.0,Male,Married,2,178182,Retired,2,Rural,Supplemental Health Insurance,7+ months,1000000,9272,Half Yearly,Auto-Debit,0,247733,620,Direct,1
53.0,Male,Unmarried,0,191926,Employed,0,Urban,Term Life,7+ months,5000000,93381,Quarterly,Manual Payment,0,104075,675,Embedded Apps,1
44.5,Female,Married,0,345115,Employed,0,Urban,Term Life,7+ months,1000000,16263,Quarterly,Manual Payment,1,377922,726,Embedded Apps,0
34.1,Female,Married,2,1389359,Gig Work,2,Urban,Whole Life,0-3 months,2000000,11917,Annual,Manual Payment,2,672501,733,Direct,0
26.3,Male,Unmarried,1,162554,Gig Work,1,Urban,Term Life,7+ months,1000000,15720,Annual,Manual Payment,1,150974,604,Embedded Apps,0
50.6,Male,Unmarried,4,200458,Retired,2,Urban,Supplemental Health Insurance,7+ months,1000000,12909,Half Yearly,Auto-Debit,2,44617,600,Direct,0
37.8,Female,Married,2,256738,Gig Work,0,Urban,Term Life,7+ months,500000,9256,Half Yearly,Auto-Debit,0,63637,606,Direct,1
30.7,Male,Married,0,354002,Employed,1,Urban,Term Life,7+ months,1000000,9694,Monthly,Manual Payment,2,123691,671,Direct,0
45.5,Female,Married,3,322702,Employed,0,Urban,Term Life,7+ months,2000000,27224,Monthly,Auto-Debit,0,142229,663,Agent Distribution,1
65.5,Female,Married,1,659255,Employed,4,Rural,Whole Life,4-6 months,2000000,25022,Half Yearly,Auto-Debit,0,172601,603,Agent Distribution,0
46.8,Female,Married,2,120000,Employed,2,Rural,Term Life,7+ months,2000000,24686,Quarterly,Auto-Debit,2,142651,701,Agent Distribution,1
30.6,Trans,Married,2,120000,Employed,2,Urban,Whole Life,7+ months,1000000,11841,Quarterly,Manual Payment,3,99268,861,Embedded Apps,1
63.4,Male,Married,4,189640,Employed,1,Urban,Supplemental Health Insurance,0-3 months,1000000,8084,Monthly,Manual Payment,1,59340,639,Agent Distribution,0
52.7,Do not wish to disclose,Unmarried,3,578451,Employed,0,Rural,Supplemental Health Insurance,0-3 months,500000,8167,Half Yearly,Manual Payment,0,136068,645,Agent Distribution,0
23.6,Female,Unmarried,2,120000,Gig Work,4,Urban,Term Life,7+ months,5000000,58850,Monthly,Manual Payment,0,435386,724,Agent Distribution,1
35.0,Female,Unmarried,2,120000,Employed,1,Urban,Whole Life,7+ months,10000000,193777,Half Yearly,Auto-Debit,0,223226,635,Embedded Apps,1
22.1,Male,Married,4,400242,Employed,1,Urban,Whole Life,7+ months,1000000,8912,Monthly,Auto-Debit,3,151412,733,Direct,1
64.1,Female,Unmarried,1,318239,Employed,2,Urban,Supplemental Health Insurance,7+ months,500000,7620,Monthly,Auto-Debit,0,224954,622,Agent Distribution,1
42.4,Male,Unmarried,0,125098,Employed,0,Urban,Supplemental Health Insurance,7+ months,500000,9555,Monthly,Manual Payment,2,73361,826,Agent Distribution,0
19.2,Male,Unmarried,1,134608,Gig Work,3,Rural,Term Life,7+ months,2000000,29903,Monthly,Auto-Debit,0,65735,707,Agent Distribution,0
27.2,Male,Unmarried,1,136104,Gig Work,2,Rural,Whole Life,7+ months,2000000,36138,Annual,Manual Payment,2,54272,630,Agent Distribution,0
47.1,Female,Unmarried,2,289924,Retired,1,Rural,Term Life,0-3 months,2000000,34824,Monthly,Auto-Debit,3,89301,632,Agent Distribution,1
62.6,Female,Married,2,173092,Employed,0,Rural,Term Life,7+ months,1000000,10401,Monthly,Auto-Debit,0,70431,638,Agent Distribution,1
22.8,Female,Married,2,379209,Employed,0,Urban,Term Life,7+ months,2000000,28003,Quarterly,Manual Payment,0,259527,789,Agent Distribution,0
50.0,Female,Unmarried,0,120000,Employed,3,Urban,Whole Life,7+ months,2000000,14687,Quarterly,Auto-Debit,2,67490,578,Agent Distribution,0
